CULTIVO,Tiempo en semillero,Tipo de bandeja,Tiempo a cosecha,Estado,Semana,Cantidad
Perejil crespo,28,128,5,Plan,8,64
Perejil crespo,28,128,5,Siembra,8,64
Perejil crespo,28,128,5,Trasplante,8,64
Perejil crespo,28,128,5,Plan,9,64
Perejil crespo,28,128,5,Siembra,9,64
Perejil crespo,28,128,5,Trasplante,9,64
Perejil crespo,28,128,5,Plan,10,64
Perejil crespo,28,128,5,Siembra,10,90
Perejil crespo,28,128,5,Trasplante,10,90
Perejil crespo,28,128,5,Plan,11,64
Perejil crespo,28,128,5,Siembra,11,64
Perejil crespo,28,128,5,Trasplante,11,64
Perejil crespo,28,128,5,Plan,12,64
Perejil crespo,28,128,5,Siembra,12,64
Perejil crespo,28,128,5,Trasplante,12,64
Perejil crespo,28,128,5,Plan,13,64
Perejil crespo,28,128,5,Siembra,13,0
Perejil crespo,28,128,5,Trasplante,13,0
Perejil crespo,28,128,5,Plan,14,64
Perejil crespo,28,128,5,Siembra,14,68
Perejil crespo,28,128,5,Trasplante,14,68
Perejil crespo,28,128,5,Plan,15,64
Perejil crespo,28,128,5,Siembra,15,NA
Perejil crespo,28,128,5,Trasplante,15,0
Perejil crespo,28,128,5,Plan,16,64
Perejil crespo,28,128,5,Siembra,16,90
Perejil crespo,28,128,5,Trasplante,16,90
Perejil crespo,28,128,5,Plan,17,64
Perejil crespo,28,128,5,Siembra,17,64
Perejil crespo,28,128,5,Trasplante,17,64
Perejil crespo,28,128,5,Plan,18,64
Perejil crespo,28,128,5,Siembra,18,64
Perejil crespo,28,128,5,Trasplante,18,64
Perejil crespo,28,128,5,Plan,19,64
Perejil crespo,28,128,5,Siembra,19,64
Perejil crespo,28,128,5,Trasplante,19,64
Perejil crespo,28,128,5,Plan,20,64
Perejil crespo,28,128,5,Siembra,20,64
Perejil crespo,28,128,5,Trasplante,20,64
Perejil crespo,28,128,5,Plan,21,64
Perejil crespo,28,128,5,Siembra,21,64
Perejil crespo,28,128,5,Trasplante,21,64
Perejil crespo,28,128,5,Plan,22,64
Perejil crespo,28,128,5,Siembra,22,64
Perejil crespo,28,128,5,Trasplante,22,64
Perejil crespo,28,128,5,Plan,23,64
Perejil crespo,28,128,5,Siembra,23,NA
Perejil crespo,28,128,5,Trasplante,23,64
Perejil crespo,28,128,5,Plan,24,64
Perejil crespo,28,128,5,Siembra,24,NA
Perejil crespo,28,128,5,Trasplante,24,64
Perejil crespo,28,128,5,Plan,25,64
Perejil crespo,28,128,5,Siembra,25,NA
Perejil crespo,28,128,5,Trasplante,25,NA
Perejil crespo,28,128,5,Plan,26,64
Perejil crespo,28,128,5,Siembra,26,NA
Perejil crespo,28,128,5,Trasplante,26,NA
Perejil crespo,28,128,5,Plan,27,64
Perejil crespo,28,128,5,Siembra,27,NA
Perejil crespo,28,128,5,Trasplante,27,NA
Perejil crespo,28,128,5,Plan,28,NA
Perejil crespo,28,128,5,Siembra,28,NA
Perejil crespo,28,128,5,Trasplante,28,NA
Perejil crespo,28,128,5,Plan,29,NA
Perejil crespo,28,128,5,Siembra,29,NA
Perejil crespo,28,128,5,Trasplante,29,NA
Perejil crespo,28,128,5,Plan,30,NA
Perejil crespo,28,128,5,Siembra,30,NA
Perejil crespo,28,128,5,Trasplante,30,NA
Perejil crespo,28,128,5,Plan,31,NA
Perejil crespo,28,128,5,Siembra,31,NA
Perejil crespo,28,128,5,Trasplante,31,NA
Perejil crespo,28,128,5,Plan,32,NA
Perejil crespo,28,128,5,Siembra,32,NA
Perejil crespo,28,128,5,Trasplante,32,NA
Perejil crespo,28,128,5,Plan,33,NA
Perejil crespo,28,128,5,Siembra,33,NA
Perejil crespo,28,128,5,Trasplante,33,NA
Perejil crespo,28,128,5,Plan,34,NA
Perejil crespo,28,128,5,Siembra,34,NA
Perejil crespo,28,128,5,Trasplante,34,NA
Perejil crespo,28,128,5,Plan,35,NA
Perejil crespo,28,128,5,Siembra,35,NA
Perejil crespo,28,128,5,Trasplante,35,NA
Perejil crespo,28,128,5,Plan,36,NA
Perejil crespo,28,128,5,Siembra,36,NA
Perejil crespo,28,128,5,Trasplante,36,NA
Perejil crespo,28,128,5,Plan,37,NA
Perejil crespo,28,128,5,Siembra,37,NA
Perejil crespo,28,128,5,Trasplante,37,NA
Perejil crespo,28,128,5,Plan,38,NA
Perejil crespo,28,128,5,Siembra,38,NA
Perejil crespo,28,128,5,Trasplante,38,NA
Perejil crespo,28,128,5,Plan,39,NA
Perejil crespo,28,128,5,Siembra,39,NA
Perejil crespo,28,128,5,Trasplante,39,NA
Perejil crespo,28,128,5,Plan,40,NA
Perejil crespo,28,128,5,Siembra,40,NA
Perejil crespo,28,128,5,Trasplante,40,NA
Perejil crespo,28,128,5,Plan,41,NA
Perejil crespo,28,128,5,Siembra,41,NA
Perejil crespo,28,128,5,Trasplante,41,NA
Perejil crespo,28,128,5,Plan,42,NA
Perejil crespo,28,128,5,Siembra,42,NA
Perejil crespo,28,128,5,Trasplante,42,NA
Perejil crespo,28,128,5,Plan,43,NA
Perejil crespo,28,128,5,Siembra,43,NA
Perejil crespo,28,128,5,Trasplante,43,NA
Perejil crespo,28,128,5,Plan,44,NA
Perejil crespo,28,128,5,Siembra,44,NA
Perejil crespo,28,128,5,Trasplante,44,NA
Perejil crespo,28,128,5,Plan,45,NA
Perejil crespo,28,128,5,Siembra,45,NA
Perejil crespo,28,128,5,Trasplante,45,NA
Perejil crespo,28,128,5,Plan,46,NA
Perejil crespo,28,128,5,Siembra,46,NA
Perejil crespo,28,128,5,Trasplante,46,NA
Perejil crespo,28,128,5,Plan,47,NA
Perejil crespo,28,128,5,Siembra,47,NA
Perejil crespo,28,128,5,Trasplante,47,NA
Perejil crespo,28,128,5,Plan,48,NA
Perejil crespo,28,128,5,Siembra,48,NA
Perejil crespo,28,128,5,Trasplante,48,NA
Perejil crespo,28,128,5,Plan,49,NA
Perejil crespo,28,128,5,Siembra,49,NA
Perejil crespo,28,128,5,Trasplante,49,NA
Perejil crespo,28,128,5,Plan,50,NA
Perejil crespo,28,128,5,Siembra,50,NA
Perejil crespo,28,128,5,Trasplante,50,NA
Perejil crespo,28,128,5,Plan,51,NA
Perejil crespo,28,128,5,Siembra,51,NA
Perejil crespo,28,128,5,Trasplante,51,NA
Perejil crespo,28,128,5,Plan,52,NA
Perejil crespo,28,128,5,Siembra,52,NA
Perejil crespo,28,128,5,Trasplante,52,NA
Cebolla bulbo,28,200,14,Plan,6,512
Cebolla bulbo,28,200,14,Siembra,6,570
Cebolla bulbo,28,200,14,Trasplante,6,570
Cebolla bulbo,28,200,14,Plan,7,512
Cebolla bulbo,28,200,14,Siembra,7,570
Cebolla bulbo,28,200,14,Trasplante,7,570
Cebolla bulbo,28,200,14,Plan,8,512
Cebolla bulbo,28,200,14,Siembra,8,0
Cebolla bulbo,28,200,14,Trasplante,8,0
Cebolla bulbo,28,200,14,Plan,9,512
Cebolla bulbo,28,200,14,Siembra,9,0
Cebolla bulbo,28,200,14,Trasplante,9,0
Cebolla bulbo,28,200,14,Plan,10,512
Cebolla bulbo,28,200,14,Siembra,10,0
Cebolla bulbo,28,200,14,Trasplante,10,0
Cebolla bulbo,28,200,14,Plan,11,512
Cebolla bulbo,28,200,14,Siembra,11,NA
Cebolla bulbo,28,200,14,Trasplante,11,NA
Cebolla bulbo,28,200,14,Plan,12,512
Cebolla bulbo,28,200,14,Siembra,12,735
Cebolla bulbo,28,200,14,Trasplante,12,735
Cebolla bulbo,28,200,14,Plan,13,512
Cebolla bulbo,28,200,14,Siembra,13,715
Cebolla bulbo,28,200,14,Trasplante,13,715
Cebolla bulbo,28,200,14,Plan,14,512
Cebolla bulbo,28,200,14,Siembra,14,575
Cebolla bulbo,28,200,14,Trasplante,14,575
Cebolla bulbo,28,200,14,Plan,15,512
Cebolla bulbo,28,200,14,Siembra,15,NA
Cebolla bulbo,28,200,14,Trasplante,15,0
Cebolla bulbo,28,200,14,Plan,16,512
Cebolla bulbo,28,200,14,Siembra,16,1000
Cebolla bulbo,28,200,14,Trasplante,16,1000
Cebolla bulbo,28,200,14,Plan,17,512
Cebolla bulbo,28,200,14,Siembra,17,1020
Cebolla bulbo,28,200,14,Trasplante,17,1020
Cebolla bulbo,28,200,14,Plan,18,512
Cebolla bulbo,28,200,14,Siembra,18,1020
Cebolla bulbo,28,200,14,Trasplante,18,1020
Cebolla bulbo,28,200,14,Plan,19,512
Cebolla bulbo,28,200,14,Siembra,19,1020
Cebolla bulbo,28,200,14,Trasplante,19,1020
Cebolla bulbo,28,200,14,Plan,20,512
Cebolla bulbo,28,200,14,Siembra,20,512
Cebolla bulbo,28,200,14,Trasplante,20,1020
Cebolla bulbo,28,200,14,Plan,21,1024
Cebolla bulbo,28,200,14,Siembra,21,1024
Cebolla bulbo,28,200,14,Trasplante,21,1020
Cebolla bulbo,28,200,14,Plan,22,1024
Cebolla bulbo,28,200,14,Siembra,22,1020
Cebolla bulbo,28,200,14,Trasplante,22,1020
Cebolla bulbo,28,200,14,Plan,23,1020
Cebolla bulbo,28,200,14,Siembra,23,NA
Cebolla bulbo,28,200,14,Trasplante,23,1020
Cebolla bulbo,28,200,14,Plan,24,1020
Cebolla bulbo,28,200,14,Siembra,24,NA
Cebolla bulbo,28,200,14,Trasplante,24,1020
Cebolla bulbo,28,200,14,Plan,25,1020
Cebolla bulbo,28,200,14,Siembra,25,NA
Cebolla bulbo,28,200,14,Trasplante,25,NA
Cebolla bulbo,28,200,14,Plan,26,1020
Cebolla bulbo,28,200,14,Siembra,26,NA
Cebolla bulbo,28,200,14,Trasplante,26,NA
Cebolla bulbo,28,200,14,Plan,27,1020
Cebolla bulbo,28,200,14,Siembra,27,NA
Cebolla bulbo,28,200,14,Trasplante,27,NA
Cebolla bulbo,28,200,14,Plan,28,NA
Cebolla bulbo,28,200,14,Siembra,28,NA
Cebolla bulbo,28,200,14,Trasplante,28,NA
Cebolla bulbo,28,200,14,Plan,29,NA
Cebolla bulbo,28,200,14,Siembra,29,NA
Cebolla bulbo,28,200,14,Trasplante,29,NA
Cebolla bulbo,28,200,14,Plan,30,NA
Cebolla bulbo,28,200,14,Siembra,30,NA
Cebolla bulbo,28,200,14,Trasplante,30,NA
Cebolla bulbo,28,200,14,Plan,31,NA
Cebolla bulbo,28,200,14,Siembra,31,NA
Cebolla bulbo,28,200,14,Trasplante,31,NA
Cebolla bulbo,28,200,14,Plan,32,NA
Cebolla bulbo,28,200,14,Siembra,32,NA
Cebolla bulbo,28,200,14,Trasplante,32,NA
Cebolla bulbo,28,200,14,Plan,33,NA
Cebolla bulbo,28,200,14,Siembra,33,NA
Cebolla bulbo,28,200,14,Trasplante,33,NA
Cebolla bulbo,28,200,14,Plan,34,NA
Cebolla bulbo,28,200,14,Siembra,34,NA
Cebolla bulbo,28,200,14,Trasplante,34,NA
Cebolla bulbo,28,200,14,Plan,35,NA
Cebolla bulbo,28,200,14,Siembra,35,NA
Cebolla bulbo,28,200,14,Trasplante,35,NA
Cebolla bulbo,28,200,14,Plan,36,NA
Cebolla bulbo,28,200,14,Siembra,36,NA
Cebolla bulbo,28,200,14,Trasplante,36,NA
Cebolla bulbo,28,200,14,Plan,37,NA
Cebolla bulbo,28,200,14,Siembra,37,NA
Cebolla bulbo,28,200,14,Trasplante,37,NA
Cebolla bulbo,28,200,14,Plan,38,NA
Cebolla bulbo,28,200,14,Siembra,38,NA
Cebolla bulbo,28,200,14,Trasplante,38,NA
Cebolla bulbo,28,200,14,Plan,39,NA
Cebolla bulbo,28,200,14,Siembra,39,NA
Cebolla bulbo,28,200,14,Trasplante,39,NA
Cebolla bulbo,28,200,14,Plan,40,NA
Cebolla bulbo,28,200,14,Siembra,40,NA
Cebolla bulbo,28,200,14,Trasplante,40,NA
Cebolla bulbo,28,200,14,Plan,41,NA
Cebolla bulbo,28,200,14,Siembra,41,NA
Cebolla bulbo,28,200,14,Trasplante,41,NA
Cebolla bulbo,28,200,14,Plan,42,NA
Cebolla bulbo,28,200,14,Siembra,42,NA
Cebolla bulbo,28,200,14,Trasplante,42,NA
Cebolla bulbo,28,200,14,Plan,43,NA
Cebolla bulbo,28,200,14,Siembra,43,NA
Cebolla bulbo,28,200,14,Trasplante,43,NA
Cebolla bulbo,28,200,14,Plan,44,NA
Cebolla bulbo,28,200,14,Siembra,44,NA
Cebolla bulbo,28,200,14,Trasplante,44,NA
Cebolla bulbo,28,200,14,Plan,45,NA
Cebolla bulbo,28,200,14,Siembra,45,NA
Cebolla bulbo,28,200,14,Trasplante,45,NA
Cebolla bulbo,28,200,14,Plan,46,NA
Cebolla bulbo,28,200,14,Siembra,46,NA
Cebolla bulbo,28,200,14,Trasplante,46,NA
Cebolla bulbo,28,200,14,Plan,47,NA
Cebolla bulbo,28,200,14,Siembra,47,NA
Cebolla bulbo,28,200,14,Trasplante,47,NA
Cebolla bulbo,28,200,14,Plan,48,NA
Cebolla bulbo,28,200,14,Siembra,48,NA
Cebolla bulbo,28,200,14,Trasplante,48,NA
Cebolla bulbo,28,200,14,Plan,49,NA
Cebolla bulbo,28,200,14,Siembra,49,NA
Cebolla bulbo,28,200,14,Trasplante,49,NA
Cebolla bulbo,28,200,14,Plan,50,NA
Cebolla bulbo,28,200,14,Siembra,50,NA
Cebolla bulbo,28,200,14,Trasplante,50,NA
Cebolla bulbo,28,200,14,Plan,51,NA
Cebolla bulbo,28,200,14,Siembra,51,NA
Cebolla bulbo,28,200,14,Trasplante,51,NA
Cebolla bulbo,28,200,14,Plan,52,NA
Cebolla bulbo,28,200,14,Siembra,52,NA
Cebolla bulbo,28,200,14,Trasplante,52,NA
Cebolla de verdeo,28,128,14,Plan,6,0
Cebolla de verdeo,28,128,14,Siembra,6,0
Cebolla de verdeo,28,128,14,Trasplante,6,0
Cebolla de verdeo,28,128,14,Plan,7,0
Cebolla de verdeo,28,128,14,Siembra,7,0
Cebolla de verdeo,28,128,14,Trasplante,7,0
Cebolla de verdeo,28,128,14,Plan,8,0
Cebolla de verdeo,28,128,14,Siembra,8,0
Cebolla de verdeo,28,128,14,Trasplante,8,0
Cebolla de verdeo,28,128,14,Plan,9,0
Cebolla de verdeo,28,128,14,Siembra,9,0
Cebolla de verdeo,28,128,14,Trasplante,9,0
Cebolla de verdeo,28,128,14,Plan,10,0
Cebolla de verdeo,28,128,14,Siembra,10,0
Cebolla de verdeo,28,128,14,Trasplante,10,0
Cebolla de verdeo,28,128,14,Plan,11,0
Cebolla de verdeo,28,128,14,Siembra,11,0
Cebolla de verdeo,28,128,14,Trasplante,11,0
Cebolla de verdeo,28,128,14,Plan,12,0
Cebolla de verdeo,28,128,14,Siembra,12,0
Cebolla de verdeo,28,128,14,Trasplante,12,0
Cebolla de verdeo,28,128,14,Plan,13,0
Cebolla de verdeo,28,128,14,Siembra,13,0
Cebolla de verdeo,28,128,14,Trasplante,13,0
Cebolla de verdeo,28,128,14,Plan,14,0
Cebolla de verdeo,28,128,14,Siembra,14,0
Cebolla de verdeo,28,128,14,Trasplante,14,0
Cebolla de verdeo,28,128,14,Plan,15,0
Cebolla de verdeo,28,128,14,Siembra,15,NA
Cebolla de verdeo,28,128,14,Trasplante,15,0
Cebolla de verdeo,28,128,14,Plan,16,0
Cebolla de verdeo,28,128,14,Siembra,16,0
Cebolla de verdeo,28,128,14,Trasplante,16,0
Cebolla de verdeo,28,128,14,Plan,17,0
Cebolla de verdeo,28,128,14,Siembra,17,0
Cebolla de verdeo,28,128,14,Trasplante,17,0
Cebolla de verdeo,28,128,14,Plan,18,0
Cebolla de verdeo,28,128,14,Siembra,18,0
Cebolla de verdeo,28,128,14,Trasplante,18,920
Cebolla de verdeo,28,128,14,Plan,19,0
Cebolla de verdeo,28,128,14,Siembra,19,400
Cebolla de verdeo,28,128,14,Trasplante,19,805
Cebolla de verdeo,28,128,14,Plan,20,0
Cebolla de verdeo,28,128,14,Siembra,20,0
Cebolla de verdeo,28,128,14,Trasplante,20,400
Cebolla de verdeo,28,128,14,Plan,21,NA
Cebolla de verdeo,28,128,14,Siembra,21,NA
Cebolla de verdeo,28,128,14,Trasplante,21,600
Cebolla de verdeo,28,128,14,Plan,22,0
Cebolla de verdeo,28,128,14,Siembra,22,NA
Cebolla de verdeo,28,128,14,Trasplante,22,805
Cebolla de verdeo,28,128,14,Plan,23,0
Cebolla de verdeo,28,128,14,Siembra,23,NA
Cebolla de verdeo,28,128,14,Trasplante,23,0
Cebolla de verdeo,28,128,14,Plan,24,0
Cebolla de verdeo,28,128,14,Siembra,24,NA
Cebolla de verdeo,28,128,14,Trasplante,24,0
Cebolla de verdeo,28,128,14,Plan,25,0
Cebolla de verdeo,28,128,14,Siembra,25,NA
Cebolla de verdeo,28,128,14,Trasplante,25,NA
Cebolla de verdeo,28,128,14,Plan,26,0
Cebolla de verdeo,28,128,14,Siembra,26,NA
Cebolla de verdeo,28,128,14,Trasplante,26,NA
Cebolla de verdeo,28,128,14,Plan,27,0
Cebolla de verdeo,28,128,14,Siembra,27,NA
Cebolla de verdeo,28,128,14,Trasplante,27,NA
Cebolla de verdeo,28,128,14,Plan,28,NA
Cebolla de verdeo,28,128,14,Siembra,28,NA
Cebolla de verdeo,28,128,14,Trasplante,28,NA
Cebolla de verdeo,28,128,14,Plan,29,NA
Cebolla de verdeo,28,128,14,Siembra,29,NA
Cebolla de verdeo,28,128,14,Trasplante,29,NA
Cebolla de verdeo,28,128,14,Plan,30,NA
Cebolla de verdeo,28,128,14,Siembra,30,NA
Cebolla de verdeo,28,128,14,Trasplante,30,NA
Cebolla de verdeo,28,128,14,Plan,31,NA
Cebolla de verdeo,28,128,14,Siembra,31,NA
Cebolla de verdeo,28,128,14,Trasplante,31,NA
Cebolla de verdeo,28,128,14,Plan,32,NA
Cebolla de verdeo,28,128,14,Siembra,32,NA
Cebolla de verdeo,28,128,14,Trasplante,32,NA
Cebolla de verdeo,28,128,14,Plan,33,NA
Cebolla de verdeo,28,128,14,Siembra,33,NA
Cebolla de verdeo,28,128,14,Trasplante,33,NA
Cebolla de verdeo,28,128,14,Plan,34,NA
Cebolla de verdeo,28,128,14,Siembra,34,NA
Cebolla de verdeo,28,128,14,Trasplante,34,NA
Cebolla de verdeo,28,128,14,Plan,35,NA
Cebolla de verdeo,28,128,14,Siembra,35,NA
Cebolla de verdeo,28,128,14,Trasplante,35,NA
Cebolla de verdeo,28,128,14,Plan,36,NA
Cebolla de verdeo,28,128,14,Siembra,36,NA
Cebolla de verdeo,28,128,14,Trasplante,36,NA
Cebolla de verdeo,28,128,14,Plan,37,NA
Cebolla de verdeo,28,128,14,Siembra,37,NA
Cebolla de verdeo,28,128,14,Trasplante,37,NA
Cebolla de verdeo,28,128,14,Plan,38,NA
Cebolla de verdeo,28,128,14,Siembra,38,NA
Cebolla de verdeo,28,128,14,Trasplante,38,NA
Cebolla de verdeo,28,128,14,Plan,39,NA
Cebolla de verdeo,28,128,14,Siembra,39,NA
Cebolla de verdeo,28,128,14,Trasplante,39,NA
Cebolla de verdeo,28,128,14,Plan,40,NA
Cebolla de verdeo,28,128,14,Siembra,40,NA
Cebolla de verdeo,28,128,14,Trasplante,40,NA
Cebolla de verdeo,28,128,14,Plan,41,NA
Cebolla de verdeo,28,128,14,Siembra,41,NA
Cebolla de verdeo,28,128,14,Trasplante,41,NA
Cebolla de verdeo,28,128,14,Plan,42,NA
Cebolla de verdeo,28,128,14,Siembra,42,NA
Cebolla de verdeo,28,128,14,Trasplante,42,NA
Cebolla de verdeo,28,128,14,Plan,43,NA
Cebolla de verdeo,28,128,14,Siembra,43,NA
Cebolla de verdeo,28,128,14,Trasplante,43,NA
Cebolla de verdeo,28,128,14,Plan,44,NA
Cebolla de verdeo,28,128,14,Siembra,44,NA
Cebolla de verdeo,28,128,14,Trasplante,44,NA
Cebolla de verdeo,28,128,14,Plan,45,NA
Cebolla de verdeo,28,128,14,Siembra,45,NA
Cebolla de verdeo,28,128,14,Trasplante,45,NA
Cebolla de verdeo,28,128,14,Plan,46,NA
Cebolla de verdeo,28,128,14,Siembra,46,NA
Cebolla de verdeo,28,128,14,Trasplante,46,NA
Cebolla de verdeo,28,128,14,Plan,47,NA
Cebolla de verdeo,28,128,14,Siembra,47,NA
Cebolla de verdeo,28,128,14,Trasplante,47,NA
Cebolla de verdeo,28,128,14,Plan,48,NA
Cebolla de verdeo,28,128,14,Siembra,48,NA
Cebolla de verdeo,28,128,14,Trasplante,48,NA
Cebolla de verdeo,28,128,14,Plan,49,NA
Cebolla de verdeo,28,128,14,Siembra,49,NA
Cebolla de verdeo,28,128,14,Trasplante,49,NA
Cebolla de verdeo,28,128,14,Plan,50,NA
Cebolla de verdeo,28,128,14,Siembra,50,NA
Cebolla de verdeo,28,128,14,Trasplante,50,NA
Cebolla de verdeo,28,128,14,Plan,51,NA
Cebolla de verdeo,28,128,14,Siembra,51,NA
Cebolla de verdeo,28,128,14,Trasplante,51,NA
Cebolla de verdeo,28,128,14,Plan,52,NA
Cebolla de verdeo,28,128,14,Siembra,52,NA
Cebolla de verdeo,28,128,14,Trasplante,52,NA
Calabacin verde,28,128,NA,Plan,6,20
Calabacin verde,28,128,NA,Siembra,6,0
Calabacin verde,28,128,NA,Trasplante,6,0
Calabacin verde,28,128,NA,Plan,7,20
Calabacin verde,28,128,NA,Siembra,7,20
Calabacin verde,28,128,NA,Trasplante,7,20
Calabacin verde,28,128,NA,Plan,8,20
Calabacin verde,28,128,NA,Siembra,8,20
Calabacin verde,28,128,NA,Trasplante,8,20
Calabacin verde,28,128,NA,Plan,9,20
Calabacin verde,28,128,NA,Siembra,9,0
Calabacin verde,28,128,NA,Trasplante,9,0
Calabacin verde,28,128,NA,Plan,10,20
Calabacin verde,28,128,NA,Siembra,10,0
Calabacin verde,28,128,NA,Trasplante,10,0
Calabacin verde,28,128,NA,Plan,11,20
Calabacin verde,28,128,NA,Siembra,11,27
Calabacin verde,28,128,NA,Trasplante,11,27
Calabacin verde,28,128,NA,Plan,12,20
Calabacin verde,28,128,NA,Siembra,12,0
Calabacin verde,28,128,NA,Trasplante,12,0
Calabacin verde,28,128,NA,Plan,13,20
Calabacin verde,28,128,NA,Siembra,13,20
Calabacin verde,28,128,NA,Trasplante,13,20
Calabacin verde,28,128,NA,Plan,14,20
Calabacin verde,28,128,NA,Siembra,14,0
Calabacin verde,28,128,NA,Trasplante,14,0
Calabacin verde,28,128,NA,Plan,15,20
Calabacin verde,28,128,NA,Siembra,15,NA
Calabacin verde,28,128,NA,Trasplante,15,0
Calabacin verde,28,128,NA,Plan,16,20
Calabacin verde,28,128,NA,Siembra,16,40
Calabacin verde,28,128,NA,Trasplante,16,40
Calabacin verde,28,128,NA,Plan,17,20
Calabacin verde,28,128,NA,Siembra,17,20
Calabacin verde,28,128,NA,Trasplante,17,20
Calabacin verde,28,128,NA,Plan,18,20
Calabacin verde,28,128,NA,Siembra,18,20
Calabacin verde,28,128,NA,Trasplante,18,20
Calabacin verde,28,128,NA,Plan,19,20
Calabacin verde,28,128,NA,Siembra,19,20
Calabacin verde,28,128,NA,Trasplante,19,20
Calabacin verde,28,128,NA,Plan,20,20
Calabacin verde,28,128,NA,Siembra,20,20
Calabacin verde,28,128,NA,Trasplante,20,20
Calabacin verde,28,128,NA,Plan,21,20
Calabacin verde,28,128,NA,Siembra,21,20
Calabacin verde,28,128,NA,Trasplante,21,20
Calabacin verde,28,128,NA,Plan,22,20
Calabacin verde,28,128,NA,Siembra,22,20
Calabacin verde,28,128,NA,Trasplante,22,20
Calabacin verde,28,128,NA,Plan,23,20
Calabacin verde,28,128,NA,Siembra,23,NA
Calabacin verde,28,128,NA,Trasplante,23,0
Calabacin verde,28,128,NA,Plan,24,20
Calabacin verde,28,128,NA,Siembra,24,NA
Calabacin verde,28,128,NA,Trasplante,24,0
Calabacin verde,28,128,NA,Plan,25,20
Calabacin verde,28,128,NA,Siembra,25,NA
Calabacin verde,28,128,NA,Trasplante,25,NA
Calabacin verde,28,128,NA,Plan,26,20
Calabacin verde,28,128,NA,Siembra,26,NA
Calabacin verde,28,128,NA,Trasplante,26,NA
Calabacin verde,28,128,NA,Plan,27,20
Calabacin verde,28,128,NA,Siembra,27,NA
Calabacin verde,28,128,NA,Trasplante,27,NA
Calabacin verde,28,128,NA,Plan,28,NA
Calabacin verde,28,128,NA,Siembra,28,NA
Calabacin verde,28,128,NA,Trasplante,28,NA
Calabacin verde,28,128,NA,Plan,29,NA
Calabacin verde,28,128,NA,Siembra,29,NA
Calabacin verde,28,128,NA,Trasplante,29,NA
Calabacin verde,28,128,NA,Plan,30,NA
Calabacin verde,28,128,NA,Siembra,30,NA
Calabacin verde,28,128,NA,Trasplante,30,NA
Calabacin verde,28,128,NA,Plan,31,NA
Calabacin verde,28,128,NA,Siembra,31,NA
Calabacin verde,28,128,NA,Trasplante,31,NA
Calabacin verde,28,128,NA,Plan,32,NA
Calabacin verde,28,128,NA,Siembra,32,NA
Calabacin verde,28,128,NA,Trasplante,32,NA
Calabacin verde,28,128,NA,Plan,33,NA
Calabacin verde,28,128,NA,Siembra,33,NA
Calabacin verde,28,128,NA,Trasplante,33,NA
Calabacin verde,28,128,NA,Plan,34,NA
Calabacin verde,28,128,NA,Siembra,34,NA
Calabacin verde,28,128,NA,Trasplante,34,NA
Calabacin verde,28,128,NA,Plan,35,NA
Calabacin verde,28,128,NA,Siembra,35,NA
Calabacin verde,28,128,NA,Trasplante,35,NA
Calabacin verde,28,128,NA,Plan,36,NA
Calabacin verde,28,128,NA,Siembra,36,NA
Calabacin verde,28,128,NA,Trasplante,36,NA
Calabacin verde,28,128,NA,Plan,37,NA
Calabacin verde,28,128,NA,Siembra,37,NA
Calabacin verde,28,128,NA,Trasplante,37,NA
Calabacin verde,28,128,NA,Plan,38,NA
Calabacin verde,28,128,NA,Siembra,38,NA
Calabacin verde,28,128,NA,Trasplante,38,NA
Calabacin verde,28,128,NA,Plan,39,NA
Calabacin verde,28,128,NA,Siembra,39,NA
Calabacin verde,28,128,NA,Trasplante,39,NA
Calabacin verde,28,128,NA,Plan,40,NA
Calabacin verde,28,128,NA,Siembra,40,NA
Calabacin verde,28,128,NA,Trasplante,40,NA
Calabacin verde,28,128,NA,Plan,41,NA
Calabacin verde,28,128,NA,Siembra,41,NA
Calabacin verde,28,128,NA,Trasplante,41,NA
Calabacin verde,28,128,NA,Plan,42,NA
Calabacin verde,28,128,NA,Siembra,42,NA
Calabacin verde,28,128,NA,Trasplante,42,NA
Calabacin verde,28,128,NA,Plan,43,NA
Calabacin verde,28,128,NA,Siembra,43,NA
Calabacin verde,28,128,NA,Trasplante,43,NA
Calabacin verde,28,128,NA,Plan,44,NA
Calabacin verde,28,128,NA,Siembra,44,NA
Calabacin verde,28,128,NA,Trasplante,44,NA
Calabacin verde,28,128,NA,Plan,45,NA
Calabacin verde,28,128,NA,Siembra,45,NA
Calabacin verde,28,128,NA,Trasplante,45,NA
Calabacin verde,28,128,NA,Plan,46,NA
Calabacin verde,28,128,NA,Siembra,46,NA
Calabacin verde,28,128,NA,Trasplante,46,NA
Calabacin verde,28,128,NA,Plan,47,NA
Calabacin verde,28,128,NA,Siembra,47,NA
Calabacin verde,28,128,NA,Trasplante,47,NA
Calabacin verde,28,128,NA,Plan,48,NA
Calabacin verde,28,128,NA,Siembra,48,NA
Calabacin verde,28,128,NA,Trasplante,48,NA
Calabacin verde,28,128,NA,Plan,49,NA
Calabacin verde,28,128,NA,Siembra,49,NA
Calabacin verde,28,128,NA,Trasplante,49,NA
Calabacin verde,28,128,NA,Plan,50,NA
Calabacin verde,28,128,NA,Siembra,50,NA
Calabacin verde,28,128,NA,Trasplante,50,NA
Calabacin verde,28,128,NA,Plan,51,NA
Calabacin verde,28,128,NA,Siembra,51,NA
